departamento,anio,tipo_siniestro,siniestros
HUANUCO,2022,CHOQUE Y ATROPELLO,8
HUANUCO,2022,DESPISTE Y VOLCADURA,21
HUANUCO,2022,COLISIÓN Y FUGA,1
HUANUCO,2022,COLISIÓN,1
HUANUCO,2022,OTRO,121
HUANUCO,2023,ATROPELLO,241
HUANUCO,2023,ATROPELLO Y FUGA,32
HUANUCO,2023,CHOQUE,545
HUANUCO,2023,CHOQUE Y FUGA,67
HUANUCO,2023,VOLCADURA,25
HUANUCO,2023,CAIDA DE PASAJERO,15
HUANUCO,2023,INCENDIO,7
HUANUCO,2023,DESPISTE,247
HUANUCO,2023,CHOQUE Y ATROPELLO,21
HUANUCO,2023,DESPISTE Y VOLCADURA,36
HUANUCO,2023,COLISIÓN Y FUGA,7
HUANUCO,2023,COLISIÓN,2
HUANUCO,2023,OTRO,45
HUANUCO,2024,ATROPELLO,202
HUANUCO,2024,ATROPELLO Y FUGA,36
HUANUCO,2024,CHOQUE,429
HUANUCO,2024,CHOQUE Y FUGA,35
HUANUCO,2024,VOLCADURA,34
HUANUCO,2024,CAIDA DE PASAJERO,23
HUANUCO,2024,INCENDIO,14
HUANUCO,2024,DESPISTE,236
HUANUCO,2024,CHOQUE Y ATROPELLO,18
HUANUCO,2024,DESPISTE Y VOLCADURA,44
HUANUCO,2024,COLISIÓN Y FUGA,2
HUANUCO,2024,COLISIÓN,8
HUANUCO,2024,OTRO,80
ICA,2008,ATROPELLO,272
ICA,2008,ATROPELLO Y FUGA,84
ICA,2008,CHOQUE,694
ICA,2008,CHOQUE Y FUGA,196
ICA,2008,VOLCADURA,66
ICA,2008,CAIDA DE PASAJERO,13
ICA,2008,INCENDIO,1
ICA,2008,OTRO,78
ICA,2009,ATROPELLO,290
ICA,2009,ATROPELLO Y FUGA,76
ICA,2009,CHOQUE,776
ICA,2009,CHOQUE Y FUGA,175
ICA,2009,VOLCADURA,58
ICA,2009,CAIDA DE PASAJERO,20
ICA,2009,INCENDIO,4
ICA,2009,OTRO,86
ICA,2010,ATROPELLO,299
ICA,2010,ATROPELLO Y FUGA,61
ICA,2010,CHOQUE,850
ICA,2010,CHOQUE Y FUGA,201
ICA,2010,VOLCADURA,65
ICA,2010,CAIDA DE PASAJERO,23
ICA,2010,INCENDIO,3
ICA,2010,DESPISTE,0
ICA,2010,OTRO,71
ICA,2011,ATROPELLO,283
ICA,2011,ATROPELLO Y FUGA,48
ICA,2011,CHOQUE,885
ICA,2011,CHOQUE Y FUGA,175
ICA,2011,VOLCADURA,62
ICA,2011,CAIDA DE PASAJERO,21
ICA,2011,INCENDIO,8
ICA,2011,DESPISTE,0
ICA,2011,OTRO,102
ICA,2012,ATROPELLO,254
ICA,2012,ATROPELLO Y FUGA,62
ICA,2012,CHOQUE,920
ICA,2012,CHOQUE Y FUGA,187
ICA,2012,VOLCADURA,44
ICA,2012,CAIDA DE PASAJERO,10
ICA,2012,INCENDIO,1
ICA,2012,DESPISTE,0
ICA,2012,OTRO,157
ICA,2013,ATROPELLO,255
ICA,2013,ATROPELLO Y FUGA,75
ICA,2013,CHOQUE,1103
ICA,2013,CHOQUE Y FUGA,205
ICA,2013,VOLCADURA,36
ICA,2013,CAIDA DE PASAJERO,9
ICA,2013,INCENDIO,3
ICA,2013,DESPISTE,1
ICA,2013,OTRO,220
ICA,2014,ATROPELLO,212
ICA,2014,ATROPELLO Y FUGA,76
ICA,2014,CHOQUE,878
ICA,2014,CHOQUE Y FUGA,151
ICA,2014,VOLCADURA,27
ICA,2014,CAIDA DE PASAJERO,2
ICA,2014,INCENDIO,13
ICA,2014,DESPISTE,34
ICA,2014,OTRO,119
ICA,2015,ATROPELLO,158
ICA,2015,ATROPELLO Y FUGA,21
ICA,2015,CHOQUE,706
ICA,2015,CHOQUE Y FUGA,72
ICA,2015,VOLCADURA,25
ICA,2015,CAIDA DE PASAJERO,14
ICA,2015,INCENDIO,1
ICA,2015,DESPISTE,89
ICA,2015,DESPISTE Y VOLCADURA,17
ICA,2015,COLISION,7
ICA,2015,CHOQUE Y ATROPELLO,17
ICA,2015,OTRO,45
ICA,2016,ATROPELLO,136
ICA,2016,ATROPELLO Y FUGA,27
ICA,2016,CHOQUE,513
ICA,2016,CHOQUE Y FUGA,106
ICA,2016,VOLCADURA,18
ICA,2016,CAIDA DE PASAJERO,3
ICA,2016,INCENDIO,4
ICA,2016,DESPISTE,118
ICA,2016,CHOQUE Y ATROPELLO,17
ICA,2016,DESPISTE Y VOLCADURA,16
ICA,2016,COLISION,6
ICA,2016,OTRO,83
ICA,2017,ATROPELLO,144
ICA,2017,ATROPELLO Y FUGA,37
ICA,2017,CHOQUE,611
ICA,2017,CHOQUE Y FUGA,115
ICA,2017,VOLCADURA,21
ICA,2017,CAIDA DE PASAJERO,8
ICA,2017,INCENDIO,5
ICA,2017,DESPISTE,133
ICA,2017,CHOQUE Y ATROPELLO,10
ICA,2017,DESPISTE Y VOLCADURA,26
ICA,2017,COLISIÓN,13
ICA,2017,OTRO,58
ICA,2018,ATROPELLO,161
ICA,2018,ATROPELLO Y FUGA,45
ICA,2018,CHOQUE,624
ICA,2018,CHOQUE Y FUGA,126
ICA,2018,VOLCADURA,17
ICA,2018,CAIDA DE PASAJERO,5
ICA,2018,INCENDIO,1
ICA,2018,DESPISTE,169
ICA,2018,CHOQUE Y ATROPELLO,43
ICA,2018,DESPISTE Y VOLCADURA,19
ICA,2018,COLISIÓN Y FUGA,0
ICA,2018,COLISIÓN,11
ICA,2018,OTRO,82
ICA,2019,ATROPELLO,170
ICA,2019,ATROPELLO Y FUGA,33
ICA,2019,CHOQUE,994
ICA,2019,CHOQUE Y FUGA,160
ICA,2019,VOLCADURA,18
ICA,2019,CAIDA DE PASAJERO,10
ICA,2019,INCENDIO,4
ICA,2019,DESPISTE,200
ICA,2019,CHOQUE Y ATROPELLO,37
ICA,2019,DESPISTE Y VOLCADURA,28
ICA,2019,COLISIÓN Y FUGA,3
ICA,2019,COLISIÓN,6
ICA,2019,OTRO,71
ICA,2020,ATROPELLO,107
ICA,2020,ATROPELLO Y FUGA,18
ICA,2020,CHOQUE,528
ICA,2020,CHOQUE Y FUGA,78
ICA,2020,VOLCADURA,10
ICA,2020,CAIDA DE PASAJERO,9
ICA,2020,INCENDIO,1
ICA,2020,DESPISTE,167
ICA,2020,CHOQUE Y ATROPELLO,17
ICA,2020,DESPISTE Y VOLCADURA,16
ICA,2020,COLISIÓN Y FUGA,5
ICA,2020,COLISIÓN,3
ICA,2020,OTRO,44
ICA,2021,ATROPELLO,128
ICA,2021,ATROPELLO Y FUGA,31
ICA,2021,CHOQUE,885
ICA,2021,CHOQUE Y FUGA,128
ICA,2021,VOLCADURA,19
ICA,2021,CAIDA DE PASAJERO,4
ICA,2021,INCENDIO,2
ICA,2021,DESPISTE,240
ICA,2021,CHOQUE Y ATROPELLO,14
ICA,2021,DESPISTE Y VOLCADURA,41
ICA,2021,COLISIÓN Y FUGA,1
ICA,2021,COLISIÓN,1
ICA,2021,OTRO,156
ICA,2022,ATROPELLO,197
ICA,2022,ATROPELLO Y FUGA,30
ICA,2022,CHOQUE,1041
ICA,2022,CHOQUE Y FUGA,195
ICA,2022,VOLCADURA,25
ICA,2022,CAIDA DE PASAJERO,7
ICA,2022,INCENDIO,0
ICA,2022,DESPISTE,295
ICA,2022,CHOQUE Y ATROPELLO,12
ICA,2022,DESPISTE Y VOLCADURA,22
ICA,2022,COLISIÓN Y FUGA,1
ICA,2022,COLISIÓN,5
ICA,2022,OTRO,324
ICA,2023,ATROPELLO,197
ICA,2023,ATROPELLO Y FUGA,33
ICA,2023,CHOQUE,1180
ICA,2023,CHOQUE Y FUGA,212
ICA,2023,VOLCADURA,41
ICA,2023,CAIDA DE PASAJERO,10
ICA,2023,INCENDIO,3
ICA,2023,DESPISTE,259
ICA,2023,CHOQUE Y ATROPELLO,20
ICA,2023,DESPISTE Y VOLCADURA,10
ICA,2023,COLISIÓN Y FUGA,1
ICA,2023,COLISIÓN,6
ICA,2023,OTRO,182
ICA,2024,ATROPELLO,183
ICA,2024,ATROPELLO Y FUGA,36
ICA,2024,CHOQUE,1125
ICA,2024,CHOQUE Y FUGA,158
ICA,2024,VOLCADURA,37
ICA,2024,CAIDA DE PASAJERO,10
ICA,2024,INCENDIO,3
ICA,2024,DESPISTE,288
ICA,2024,CHOQUE Y ATROPELLO,56
ICA,2024,DESPISTE Y VOLCADURA,39
ICA,2024,COLISIÓN Y FUGA,1
ICA,2024,COLISIÓN,0
ICA,2024,OTRO,345
JUNIN,2008,ATROPELLO,461
JUNIN,2008,ATROPELLO Y FUGA,114
JUNIN,2008,CHOQUE,773
JUNIN,2008,CHOQUE Y FUGA,207
JUNIN,2008,VOLCADURA,78
JUNIN,2008,CAIDA DE PASAJERO,56
JUNIN,2008,INCENDIO,32
JUNIN,2008,OTRO,168
JUNIN,2009,ATROPELLO,510
JUNIN,2009,ATROPELLO Y FUGA,140
JUNIN,2009,CHOQUE,736
JUNIN,2009,CHOQUE Y FUGA,122
JUNIN,2009,VOLCADURA,94
JUNIN,2009,CAIDA DE PASAJERO,73
JUNIN,2009,INCENDIO,14
JUNIN,2009,OTRO,130
JUNIN,2010,ATROPELLO,693
JUNIN,2010,ATROPELLO Y FUGA,228
JUNIN,2010,CHOQUE,790
JUNIN,2010,CHOQUE Y FUGA,211
JUNIN,2010,VOLCADURA,73
JUNIN,2010,CAIDA DE PASAJERO,134
JUNIN,2010,INCENDIO,7
JUNIN,2010,DESPISTE,134
JUNIN,2010,OTRO,63
JUNIN,2011,ATROPELLO,523
JUNIN,2011,ATROPELLO Y FUGA,133
JUNIN,2011,CHOQUE,892
JUNIN,2011,CHOQUE Y FUGA,208
JUNIN,2011,VOLCADURA,96
JUNIN,2011,CAIDA DE PASAJERO,57
JUNIN,2011,INCENDIO,5
JUNIN,2011,DESPISTE,189
JUNIN,2011,OTRO,35
JUNIN,2012,ATROPELLO,772
JUNIN,2012,ATROPELLO Y FUGA,146
JUNIN,2012,CHOQUE,1328
JUNIN,2012,CHOQUE Y FUGA,263
JUNIN,2012,VOLCADURA,135
JUNIN,2012,CAIDA DE PASAJERO,85
JUNIN,2012,INCENDIO,5
JUNIN,2012,DESPISTE,346
JUNIN,2012,OTRO,93
JUNIN,2013,ATROPELLO,862
JUNIN,2013,ATROPELLO Y FUGA,155
JUNIN,2013,CHOQUE,1607
JUNIN,2013,CHOQUE Y FUGA,246
JUNIN,2013,VOLCADURA,122
JUNIN,2013,CAIDA DE PASAJERO,124
JUNIN,2013,INCENDIO,6
JUNIN,2013,DESPISTE,362
JUNIN,2013,OTRO,120
JUNIN,2014,ATROPELLO,562
JUNIN,2014,ATROPELLO Y FUGA,99
JUNIN,2014,CHOQUE,1237
JUNIN,2014,CHOQUE Y FUGA,183
JUNIN,2014,VOLCADURA,66
JUNIN,2014,CAIDA DE PASAJERO,80
JUNIN,2014,INCENDIO,15
JUNIN,2014,DESPISTE,291
JUNIN,2014,OTRO,178
JUNIN,2015,ATROPELLO,492
JUNIN,2015,ATROPELLO Y FUGA,53
JUNIN,2015,CHOQUE,973
JUNIN,2015,CHOQUE Y FUGA,202
JUNIN,2015,VOLCADURA,62
JUNIN,2015,CAIDA DE PASAJERO,75
JUNIN,2015,INCENDIO,6
JUNIN,2015,DESPISTE,300
JUNIN,2015,DESPISTE Y VOLCADURA,134
JUNIN,2015,COLISION,4
JUNIN,2015,CHOQUE Y ATROPELLO,18
JUNIN,2015,OTRO,48
JUNIN,2016,ATROPELLO,511
JUNIN,2016,ATROPELLO Y FUGA,45
JUNIN,2016,CHOQUE,1054
JUNIN,2016,CHOQUE Y FUGA,123
JUNIN,2016,VOLCADURA,50
JUNIN,2016,CAIDA DE PASAJERO,42
JUNIN,2016,INCENDIO,0
JUNIN,2016,DESPISTE,333
JUNIN,2016,CHOQUE Y ATROPELLO,23
JUNIN,2016,DESPISTE Y VOLCADURA,117
JUNIN,2016,COLISION,7
JUNIN,2016,OTRO,73
JUNIN,2017,ATROPELLO,471
JUNIN,2017,ATROPELLO Y FUGA,46
JUNIN,2017,CHOQUE,1088
JUNIN,2017,CHOQUE Y FUGA,153
JUNIN,2017,VOLCADURA,45
JUNIN,2017,CAIDA DE PASAJERO,74
JUNIN,2017,INCENDIO,0
JUNIN,2017,DESPISTE,375
JUNIN,2017,CHOQUE Y ATROPELLO,11
JUNIN,2017,DESPISTE Y VOLCADURA,107
JUNIN,2017,COLISIÓN,2
JUNIN,2017,OTRO,85
JUNIN,2018,ATROPELLO,568
JUNIN,2018,ATROPELLO Y FUGA,80
JUNIN,2018,CHOQUE,953
JUNIN,2018,CHOQUE Y FUGA,125
JUNIN,2018,VOLCADURA,28
JUNIN,2018,CAIDA DE PASAJERO,75
JUNIN,2018,INCENDIO,3
JUNIN,2018,DESPISTE,344
JUNIN,2018,CHOQUE Y ATROPELLO,15
JUNIN,2018,DESPISTE Y VOLCADURA,71
JUNIN,2018,COLISIÓN Y FUGA,1
JUNIN,2018,COLISIÓN,13
JUNIN,2018,OTRO,153
JUNIN,2019,ATROPELLO,660
JUNIN,2019,ATROPELLO Y FUGA,101
JUNIN,2019,CHOQUE,1366
JUNIN,2019,CHOQUE Y FUGA,166
JUNIN,2019,VOLCADURA,88
JUNIN,2019,CAIDA DE PASAJERO,69
JUNIN,2019,INCENDIO,0
JUNIN,2019,DESPISTE,485
JUNIN,2019,CHOQUE Y ATROPELLO,26
JUNIN,2019,DESPISTE Y VOLCADURA,59
JUNIN,2019,COLISIÓN Y FUGA,10
JUNIN,2019,COLISIÓN,5
JUNIN,2019,OTRO,133
JUNIN,2020,ATROPELLO,374
JUNIN,2020,ATROPELLO Y FUGA,55
JUNIN,2020,CHOQUE,1036
JUNIN,2020,CHOQUE Y FUGA,164
JUNIN,2020,VOLCADURA,69
JUNIN,2020,CAIDA DE PASAJERO,23
JUNIN,2020,INCENDIO,0
JUNIN,2020,DESPISTE,461
JUNIN,2020,CHOQUE Y ATROPELLO,14
JUNIN,2020,DESPISTE Y VOLCADURA,35
JUNIN,2020,COLISIÓN Y FUGA,6
JUNIN,2020,COLISIÓN,3
JUNIN,2020,OTRO,71
JUNIN,2021,ATROPELLO,482
JUNIN,2021,ATROPELLO Y FUGA,92
JUNIN,2021,CHOQUE,1526
JUNIN,2021,CHOQUE Y FUGA,235
JUNIN,2021,VOLCADURA,81
JUNIN,2021,CAIDA DE PASAJERO,40
JUNIN,2021,INCENDIO,0
JUNIN,2021,DESPISTE,641
JUNIN,2021,CHOQUE Y ATROPELLO,30
JUNIN,2021,DESPISTE Y VOLCADURA,48
JUNIN,2021,COLISIÓN Y FUGA,11
JUNIN,2021,COLISIÓN,4
JUNIN,2021,OTRO,146
JUNIN,2022,ATROPELLO,631
JUNIN,2022,ATROPELLO Y FUGA,129
JUNIN,2022,CHOQUE,1634
JUNIN,2022,CHOQUE Y FUGA,191
JUNIN,2022,VOLCADURA,63
JUNIN,2022,CAIDA DE PASAJERO,79
JUNIN,2022,INCENDIO,0
JUNIN,2022,DESPISTE,666
JUNIN,2022,CHOQUE Y ATROPELLO,103
JUNIN,2022,DESPISTE Y VOLCADURA,41
JUNIN,2022,COLISIÓN Y FUGA,2
JUNIN,2022,COLISIÓN,10
JUNIN,2022,OTRO,115
JUNIN,2023,ATROPELLO,683
JUNIN,2023,ATROPELLO Y FUGA,162
JUNIN,2023,CHOQUE,1757
JUNIN,2023,CHOQUE Y FUGA,179
JUNIN,2023,VOLCADURA,49
JUNIN,2023,CAIDA DE PASAJERO,78
JUNIN,2023,INCENDIO,0
JUNIN,2023,DESPISTE,683
JUNIN,2023,CHOQUE Y ATROPELLO,41
JUNIN,2023,DESPISTE Y VOLCADURA,36
JUNIN,2023,COLISIÓN Y FUGA,11
JUNIN,2023,COLISIÓN,7
JUNIN,2023,OTRO,118
JUNIN,2024,ATROPELLO,584
JUNIN,2024,ATROPELLO Y FUGA,115
JUNIN,2024,CHOQUE,1403
JUNIN,2024,CHOQUE Y FUGA,128
JUNIN,2024,VOLCADURA,52
JUNIN,2024,CAIDA DE PASAJERO,68
JUNIN,2024,INCENDIO,0
JUNIN,2024,DESPISTE,523
JUNIN,2024,CHOQUE Y ATROPELLO,30
JUNIN,2024,DESPISTE Y VOLCADURA,57
JUNIN,2024,COLISIÓN Y FUGA,8
JUNIN,2024,COLISIÓN,9
JUNIN,2024,OTRO,147
LA LIBERTAD,2008,ATROPELLO,848
LA LIBERTAD,2008,ATROPELLO Y FUGA,170
LA LIBERTAD,2008,CHOQUE,1816
LA LIBERTAD,2008,CHOQUE Y FUGA,677
LA LIBERTAD,2008,VOLCADURA,106
LA LIBERTAD,2008,CAIDA DE PASAJERO,134
LA LIBERTAD,2008,INCENDIO,7
LA LIBERTAD,2008,OTRO,262
LA LIBERTAD,2009,ATROPELLO,774
LA LIBERTAD,2009,ATROPELLO Y FUGA,247
LA LIBERTAD,2009,CHOQUE,1629
LA LIBERTAD,2009,CHOQUE Y FUGA,529
LA LIBERTAD,2009,VOLCADURA,48
LA LIBERTAD,2009,CAIDA DE PASAJERO,115
LA LIBERTAD,2009,INCENDIO,23
LA LIBERTAD,2009,OTRO,260
LA LIBERTAD,2010,ATROPELLO,820
LA LIBERTAD,2010,ATROPELLO Y FUGA,203
LA LIBERTAD,2010,CHOQUE,1777
LA LIBERTAD,2010,CHOQUE Y FUGA,467
LA LIBERTAD,2010,VOLCADURA,84
LA LIBERTAD,2010,CAIDA DE PASAJERO,119
LA LIBERTAD,2010,INCENDIO,12
LA LIBERTAD,2010,DESPISTE,223
LA LIBERTAD,2010,OTRO,23
LA LIBERTAD,2011,ATROPELLO,848
LA LIBERTAD,2011,ATROPELLO Y FUGA,153
LA LIBERTAD,2011,CHOQUE,1695
LA LIBERTAD,2011,CHOQUE Y FUGA,430
LA LIBERTAD,2011,VOLCADURA,130
LA LIBERTAD,2011,CAIDA DE PASAJERO,134
LA LIBERTAD,2011,INCENDIO,10
LA LIBERTAD,2011,DESPISTE,204
LA LIBERTAD,2011,OTRO,186
LA LIBERTAD,2012,ATROPELLO,911
LA LIBERTAD,2012,ATROPELLO Y FUGA,178
LA LIBERTAD,2012,CHOQUE,2257
LA LIBERTAD,2012,CHOQUE Y FUGA,455
LA LIBERTAD,2012,VOLCADURA,160
LA LIBERTAD,2012,CAIDA DE PASAJERO,138
LA LIBERTAD,2012,INCENDIO,8
LA LIBERTAD,2012,DESPISTE,331
LA LIBERTAD,2012,OTRO,183
LA LIBERTAD,2013,ATROPELLO,828
LA LIBERTAD,2013,ATROPELLO Y FUGA,211
LA LIBERTAD,2013,CHOQUE,2343
LA LIBERTAD,2013,CHOQUE Y FUGA,635
LA LIBERTAD,2013,VOLCADURA,161
LA LIBERTAD,2013,CAIDA DE PASAJERO,170
LA LIBERTAD,2013,INCENDIO,5
LA LIBERTAD,2013,DESPISTE,339
LA LIBERTAD,2013,OTRO,95
LA LIBERTAD,2014,ATROPELLO,722
LA LIBERTAD,2014,ATROPELLO Y FUGA,118
LA LIBERTAD,2014,CHOQUE,2295
LA LIBERTAD,2014,CHOQUE Y FUGA,589
LA LIBERTAD,2014,VOLCADURA,59
LA LIBERTAD,2014,CAIDA DE PASAJERO,150
LA LIBERTAD,2014,INCENDIO,20
LA LIBERTAD,2014,DESPISTE,511
LA LIBERTAD,2014,OTRO,194
LA LIBERTAD,2015,ATROPELLO,739
LA LIBERTAD,2015,ATROPELLO Y FUGA,135
LA LIBERTAD,2015,CHOQUE,2385
LA LIBERTAD,2015,CHOQUE Y FUGA,584
LA LIBERTAD,2015,VOLCADURA,51
LA LIBERTAD,2015,CAIDA DE PASAJERO,133
LA LIBERTAD,2015,INCENDIO,3
LA LIBERTAD,2015,DESPISTE,483
LA LIBERTAD,2015,DESPISTE Y VOLCADURA,30
LA LIBERTAD,2015,COLISION,51
LA LIBERTAD,2015,CHOQUE Y ATROPELLO,120
LA LIBERTAD,2015,OTRO,139
LA LIBERTAD,2016,ATROPELLO,786
LA LIBERTAD,2016,ATROPELLO Y FUGA,157
LA LIBERTAD,2016,CHOQUE,2056
LA LIBERTAD,2016,CHOQUE Y FUGA,515
LA LIBERTAD,2016,VOLCADURA,38
LA LIBERTAD,2016,CAIDA DE PASAJERO,111
LA LIBERTAD,2016,INCENDIO,6
LA LIBERTAD,2016,DESPISTE,477
LA LIBERTAD,2016,CHOQUE Y ATROPELLO,146
LA LIBERTAD,2016,DESPISTE Y VOLCADURA,99
LA LIBERTAD,2016,COLISION,2
LA LIBERTAD,2016,OTRO,311
LA LIBERTAD,2017,ATROPELLO,717
LA LIBERTAD,2017,ATROPELLO Y FUGA,141
LA LIBERTAD,2017,CHOQUE,1837
LA LIBERTAD,2017,CHOQUE Y FUGA,509
LA LIBERTAD,2017,VOLCADURA,44
LA LIBERTAD,2017,CAIDA DE PASAJERO,144
LA LIBERTAD,2017,INCENDIO,9
LA LIBERTAD,2017,DESPISTE,726
LA LIBERTAD,2017,CHOQUE Y ATROPELLO,94
LA LIBERTAD,2017,DESPISTE Y VOLCADURA,130
LA LIBERTAD,2017,COLISIÓN,10
LA LIBERTAD,2017,OTRO,243
LA LIBERTAD,2018,ATROPELLO,851
LA LIBERTAD,2018,ATROPELLO Y FUGA,108
LA LIBERTAD,2018,CHOQUE,2217
LA LIBERTAD,2018,CHOQUE Y FUGA,576
LA LIBERTAD,2018,VOLCADURA,35
LA LIBERTAD,2018,CAIDA DE PASAJERO,144
LA LIBERTAD,2018,INCENDIO,3
LA LIBERTAD,2018,DESPISTE,1063
LA LIBERTAD,2018,CHOQUE Y ATROPELLO,173
LA LIBERTAD,2018,DESPISTE Y VOLCADURA,110
LA LIBERTAD,2018,COLISIÓN Y FUGA,8
LA LIBERTAD,2018,COLISIÓN,30
LA LIBERTAD,2018,OTRO,328
LA LIBERTAD,2019,ATROPELLO,848
LA LIBERTAD,2019,ATROPELLO Y FUGA,128
LA LIBERTAD,2019,CHOQUE,2323
LA LIBERTAD,2019,CHOQUE Y FUGA,602
LA LIBERTAD,2019,VOLCADURA,124
LA LIBERTAD,2019,CAIDA DE PASAJERO,249
LA LIBERTAD,2019,INCENDIO,10
LA LIBERTAD,2019,DESPISTE,1164
LA LIBERTAD,2019,CHOQUE Y ATROPELLO,181
LA LIBERTAD,2019,DESPISTE Y VOLCADURA,155
LA LIBERTAD,2019,COLISIÓN Y FUGA,27
LA LIBERTAD,2019,COLISIÓN,184
LA LIBERTAD,2019,OTRO,302
LA LIBERTAD,2020,ATROPELLO,370
LA LIBERTAD,2020,ATROPELLO Y FUGA,57
LA LIBERTAD,2020,CHOQUE,1420
LA LIBERTAD,2020,CHOQUE Y FUGA,229
LA LIBERTAD,2020,VOLCADURA,52
LA LIBERTAD,2020,CAIDA DE PASAJERO,45
LA LIBERTAD,2020,INCENDIO,7
LA LIBERTAD,2020,DESPISTE,665
LA LIBERTAD,2020,CHOQUE Y ATROPELLO,51
LA LIBERTAD,2020,DESPISTE Y VOLCADURA,76
LA LIBERTAD,2020,COLISIÓN Y FUGA,14
LA LIBERTAD,2020,COLISIÓN,127
LA LIBERTAD,2020,OTRO,231
LA LIBERTAD,2021,ATROPELLO,469
LA LIBERTAD,2021,ATROPELLO Y FUGA,79
LA LIBERTAD,2021,CHOQUE,1819
LA LIBERTAD,2021,CHOQUE Y FUGA,391
LA LIBERTAD,2021,VOLCADURA,77
LA LIBERTAD,2021,CAIDA DE PASAJERO,71
LA LIBERTAD,2021,INCENDIO,3
LA LIBERTAD,2021,DESPISTE,874
LA LIBERTAD,2021,CHOQUE Y ATROPELLO,128
LA LIBERTAD,2021,DESPISTE Y VOLCADURA,87
LA LIBERTAD,2021,COLISIÓN Y FUGA,32
LA LIBERTAD,2021,COLISIÓN,180
LA LIBERTAD,2021,OTRO,157
LA LIBERTAD,2022,ATROPELLO,559
LA LIBERTAD,2022,ATROPELLO Y FUGA,93
LA LIBERTAD,2022,CHOQUE,1762
LA LIBERTAD,2022,CHOQUE Y FUGA,427
LA LIBERTAD,2022,VOLCADURA,79
LA LIBERTAD,2022,CAIDA DE PASAJERO,75
LA LIBERTAD,2022,INCENDIO,4
LA LIBERTAD,2022,DESPISTE,783
LA LIBERTAD,2022,CHOQUE Y ATROPELLO,173
LA LIBERTAD,2022,DESPISTE Y VOLCADURA,95
LA LIBERTAD,2022,COLISIÓN Y FUGA,8
LA LIBERTAD,2022,COLISIÓN,61
LA LIBERTAD,2022,OTRO,331
LA LIBERTAD,2023,ATROPELLO,411
LA LIBERTAD,2023,ATROPELLO Y FUGA,89
LA LIBERTAD,2023,CHOQUE,1698
LA LIBERTAD,2023,CHOQUE Y FUGA,469
LA LIBERTAD,2023,VOLCADURA,69
LA LIBERTAD,2023,CAIDA DE PASAJERO,57
LA LIBERTAD,2023,INCENDIO,4
LA LIBERTAD,2023,DESPISTE,728
LA LIBERTAD,2023,CHOQUE Y ATROPELLO,58
LA LIBERTAD,2023,DESPISTE Y VOLCADURA,88
LA LIBERTAD,2023,COLISIÓN Y FUGA,0
LA LIBERTAD,2023,COLISIÓN,5
LA LIBERTAD,2023,OTRO,474
LA LIBERTAD,2024,ATROPELLO,484
LA LIBERTAD,2024,ATROPELLO Y FUGA,67
LA LIBERTAD,2024,CHOQUE,1895
LA LIBERTAD,2024,CHOQUE Y FUGA,363
LA LIBERTAD,2024,VOLCADURA,66
LA LIBERTAD,2024,CAIDA DE PASAJERO,77
LA LIBERTAD,2024,INCENDIO,7
LA LIBERTAD,2024,DESPISTE,740
LA LIBERTAD,2024,CHOQUE Y ATROPELLO,66
LA LIBERTAD,2024,DESPISTE Y VOLCADURA,69
LA LIBERTAD,2024,COLISIÓN Y FUGA,1
LA LIBERTAD,2024,COLISIÓN,2
LA LIBERTAD,2024,OTRO,254
LAMBAYEQUE,2008,ATROPELLO,96
LAMBAYEQUE,2008,ATROPELLO Y FUGA,25
LAMBAYEQUE,2008,CHOQUE,340
LAMBAYEQUE,2008,CHOQUE Y FUGA,16
LAMBAYEQUE,2008,VOLCADURA,111
LAMBAYEQUE,2008,CAIDA DE PASAJERO,5
LAMBAYEQUE,2008,INCENDIO,3
LAMBAYEQUE,2008,OTRO,1
LAMBAYEQUE,2009,ATROPELLO,164
LAMBAYEQUE,2009,ATROPELLO Y FUGA,35
LAMBAYEQUE,2009,CHOQUE,514
LAMBAYEQUE,2009,CHOQUE Y FUGA,51
LAMBAYEQUE,2009,VOLCADURA,111
LAMBAYEQUE,2009,CAIDA DE PASAJERO,10
LAMBAYEQUE,2009,INCENDIO,2
LAMBAYEQUE,2009,OTRO,22
LAMBAYEQUE,2010,ATROPELLO,289
LAMBAYEQUE,2010,ATROPELLO Y FUGA,127
LAMBAYEQUE,2010,CHOQUE,723
LAMBAYEQUE,2010,CHOQUE Y FUGA,151
LAMBAYEQUE,2010,VOLCADURA,46
LAMBAYEQUE,2010,CAIDA DE PASAJERO,24
LAMBAYEQUE,2010,INCENDIO,5
LAMBAYEQUE,2010,DESPISTE,130
LAMBAYEQUE,2010,OTRO,18
LAMBAYEQUE,2011,ATROPELLO,381
LAMBAYEQUE,2011,ATROPELLO Y FUGA,138
LAMBAYEQUE,2011,CHOQUE,1062
LAMBAYEQUE,2011,CHOQUE Y FUGA,211
LAMBAYEQUE,2011,VOLCADURA,57
LAMBAYEQUE,2011,CAIDA DE PASAJERO,42
LAMBAYEQUE,2011,INCENDIO,7
LAMBAYEQUE,2011,DESPISTE,204
LAMBAYEQUE,2011,OTRO,39
LAMBAYEQUE,2012,ATROPELLO,556
LAMBAYEQUE,2012,ATROPELLO Y FUGA,157
LAMBAYEQUE,2012,CHOQUE,1554
LAMBAYEQUE,2012,CHOQUE Y FUGA,225
